Name,ChEMBL_ID,SMILES
EPHEDRINE,CHEMBL211456,CN[C@@H](C)[C@H](O)c1ccccc1
PIPERAZINE,CHEMBL1412,C1CNCCN1
CICLOPIROX,CHEMBL1413,CC1=CC(=O)N(O)C(=C1)C2CCCCC2
TAVABOROLE,CHEMBL443052,OB1OCc2cc(F)ccc12
NEOSTIGMINE METHYLSULFATE,CHEMBL211471,COS(=O)(=O)[O-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
RIVASTIGMINE TARTRATE,CHEMBL215645,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C.OC(C(O)C(=O)O)C(=O)O
VINBLASTINE SULFATE,CHEMBL378544,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1.OS(=O)(=O)O
SIBUTRAMINE,CHEMBL1419,CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2
PRALIDOXIME,CHEMBL1420,C[n+]1ccccc1C=NO
BOCEPREVIR,CHEMBL218394,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C
SAXAGLIPTIN,CHEMBL385517,N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34CC5CC(CC(O)(C5)C3)C4
DASATINIB,CHEMBL1421,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4
SITAGLIPTIN,CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F
PIMOZIDE,CHEMBL1423,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5
TESTOSTERONE,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
MERCAPTOPURINE,CHEMBL1425,Sc1ncnc2nc[nH]c12
DOMPERIDONE,CHEMBL219916,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1
DIAZOXIDE,CHEMBL181,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
RIFAMPIN,CHEMBL374478,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O
DELAMANID,CHEMBL218650,C[C@]1(COc2ccc(cc2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)Cn5cc(nc5O1)[N+](=O)[O-]
NIMODIPINE,CHEMBL1428,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C
DEXAMETHASONE,CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
GANCICLOVIR,CHEMBL182,Nc1nc(O)c2ncn(COC(CO)CO)c2n1
ACYCLOVIR,CHEMBL184,Nc1nc(O)c2ncn(COCCO)c2n1
TELBIVUDINE,CHEMBL374731,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O
DORZOLAMIDE,CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N
BRINZOLAMIDE,CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(=O)(=O)N
TOPIRAMATE,CHEMBL220492,CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1
TOFACITINIB,CHEMBL221959,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N
FLUOROURACIL,CHEMBL185,FC1=CNC(=O)NC1=O
PENICILLAMINE,CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O
METFORMIN,CHEMBL1431,CN(C)C(=N)NC(=N)N
METHSCOPOLAMINE,CHEMBL376897,C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4
DOXYCYCLINE,CHEMBL1433,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O
MINOCYCLINE,CHEMBL1434,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
CEFAZOLIN,CHEMBL1435,Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C(=O)O)s1
CEFUROXIME,CHEMBL1436,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)\c3occc3
FLOXACILLIN,CHEMBL222645,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
CEFEPIME,CHEMBL186,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[N+]3(C)CCCC3)\c4csc(N)n4
FUSIDIC ACID,CHEMBL374975,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]4\C(=C(/CCC=C(C)C)\C(=O)O)\[C@H](C[C@]34C)OC(=O)C
TIPRANAVIR,CHEMBL222559,CCC[C@@]1(CCc2ccccc2)CC(=C([C@H](CC)c3cccc(NS(=O)(=O)c4ccc(cn4)C(F)(F)F)c3)C(=O)O1)O
OUABAIN,CHEMBL222863,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O
NOREPINEPHRINE,CHEMBL1437,NC[C@H](O)c1ccc(O)c(O)c1
ZANAMIVIR,CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
TAZOBACTAM SODIUM,CHEMBL1439,[Na+].C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)[O-]
CHLORQUINALDOL,CHEMBL224325,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
TIGECYCLINE,CHEMBL376140,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
BEDAQUILINE,CHEMBL376488,COc1nc2ccc(Br)cc2cc1[C@@H](c3ccccc3)[C@@](O)(CCN(C)C)c4cccc5ccccc45
TETRACYCLINE,CHEMBL1440,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
ETHIONAMIDE,CHEMBL1441,CCc1cc(ccn1)C(=S)N
RALTITREXED,CHEMBL225071,CN(Cc1ccc2NC(=NC(=O)c2c1)C)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
PEMETREXED,CHEMBL225072,NC1=NC(=O)c2c(CCc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)c[nH]c2N1
DAPTOMYCIN,CHEMBL387675,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O
HYDROCORTISONE,CHEMBL389621,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
NAFCILLIN,CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O
BENZBROMARONE,CHEMBL388590,CCc1oc2ccccc2c1C(=O)c3cc(Br)c(O)c(Br)c3
LETROZOLE,CHEMBL1444,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3
EFAVIRENZ,CHEMBL223228,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3
ALOGLIPTIN BENZOATE,CHEMBL227529,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O.OC(=O)c4ccccc4
FLUOXYMESTERONE,CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
ALOGLIPTIN,CHEMBL376359,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O
KANAMYCIN SULFATE,CHEMBL1446,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OS(=O)(=O)O
LINCOMYCIN,CHEMBL1447,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O
NICLOSAMIDE,CHEMBL1448,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-]
TICARCILLIN,CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
ATOVAQUONE,CHEMBL1450,OC1=C([C@@H]2CC[C@H](CC2)c3ccc(Cl)cc3)C(=O)c4ccccc4C1=O
MEPHENESIN,CHEMBL229128,Cc1ccccc1OCC(O)CO
MILRINONE,CHEMBL189,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2
TRIAMCINOLONE,CHEMBL1451,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
THEOPHYLLINE,CHEMBL190,CN1C(=O)N(C)c2[nH]cnc2C1=O
LEVAMISOLE,CHEMBL1454,C1CN2C[C@@H](N=C2S1)c3ccccc3
ALTRETAMINE,CHEMBL1455,CN(C)c1nc(nc(n1)N(C)C)N(C)C
MYCOPHENOLATE MOFETIL,CHEMBL1456,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3
HYDROCODONE,CHEMBL1457,COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C
SAFINAMIDE,CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(=O)N
FLIBANSERIN,CHEMBL231068,FC(F)(F)c1cccc(c1)N2CCN(CCN3C(=O)Nc4ccccc34)CC2
AMISULPRIDE,CHEMBL243712,CCN1CCCC1CNC(=O)c2cc(c(N)cc2OC)S(=O)(=O)CC
NIFUROXAZIDE,CHEMBL244888,Oc1ccc(cc1)C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-]
CICLOPIROX OLAMINE,CHEMBL242580,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO
ESKETAMINE,CHEMBL395091,CN[C@@]1(CCCCC1=O)c2ccccc2Cl
DIDANOSINE,CHEMBL1460,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23
DIOSMIN,CHEMBL231884,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2
FLUCYTOSINE,CHEMBL1463,NC1=C(F)C=NC(=O)N1
WARFARIN,CHEMBL1464,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
ACENOCOUMAROL,CHEMBL397420,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccc(cc3)[N+](=O)[O-]
PHENPROCOUMON,CHEMBL1465,CCC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
DICUMAROL,CHEMBL1466,OC1=C(CC2=C(O)c3ccccc3OC2=O)C(=O)Oc4ccccc14
SODIUM SULFATE,CHEMBL233406,[Na+].[Na+].[O-]S(=O)(=O)[O-]
ALLOPURINOL,CHEMBL1467,O=C1N=CN=C2NNC=C12
BENZIODARONE,CHEMBL232201,CCc1oc2ccccc2c1C(=O)c3cc(I)c(O)c(I)c3
MEPAZINE,CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc4ccccc24)C1
RIFABUTIN,CHEMBL444633,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C
APIXABAN,CHEMBL231779,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O
CARBOCYSTEINE,CHEMBL396416,N[C@@H](CSCC(=O)O)C(=O)O
PHENYLBUTANOIC ACID,CHEMBL1469,OC(=O)CCCc1ccccc1
TIPIRACIL,CHEMBL235668,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O
APREPITANT,CHEMBL1471,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
LINAGLIPTIN,CHEMBL237500,CC#CCn1c(nc2N(C)C(=O)N(Cc3nc(C)c4ccccc4n3)C(=O)c12)N5CCC[C@@H](N)C5
FLUTICASONE PROPIONATE,CHEMBL1473,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF
VINDESINE,CHEMBL238071,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)N)C1
TRIOXSALEN,CHEMBL1475,CC1=CC(=O)Oc2c(C)c3oc(C)cc3cc12
CERIVASTATIN,CHEMBL1477,COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C
CHENODIOL,CHEMBL240597,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DANAZOL,CHEMBL1479,C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C
FELODIPINE,CHEMBL1480,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C
GLIMEPIRIDE,CHEMBL1481,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O
SELEXIPAG,CHEMBL238804,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)c1cnc(c2ccccc2)c(n1)c3ccccc3
BETHANECHOL,CHEMBL1482,CC(C[N+](C)(C)C)OC(=O)N
ALBENDAZOLE,CHEMBL1483,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
ATORVASTATIN CALCIUM,CHEMBL393220,[Ca+2].CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c5c(C(=O)Nc6ccccc6)c(c7ccccc7)c(c8ccc(F)cc8)n5CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
TAURINE,CHEMBL239243,NCCS(=O)(=O)O
NICARDIPINE,CHEMBL1484,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C
LOSARTAN,CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4
SILDENAFIL,CHEMBL192,CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4
TICAGRELOR,CHEMBL398435,CCCSc1nc(N[C@@H]2C[C@H]2c3ccc(F)c(F)c3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1
TENOFOVIR DISOPROXIL FUMARATE,CHEMBL1486,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C.OC(=O)\C=C\C(=O)O
ATORVASTATIN,CHEMBL1487,CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
URACIL MUSTARD,CHEMBL1488,ClCCN(CCCl)C1=CNC(=O)NC1=O
AZACITIDINE,CHEMBL1489,NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
PERICIAZINE,CHEMBL251940,OC1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C#N)CC1
TRIHEXYPHENIDYL,CHEMBL1490,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3
ALVERINE,CHEMBL253371,CCN(CCCc1ccccc1)CCCc2ccccc2
AMLODIPINE,CHEMBL1491,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C
BENFLUOREX,CHEMBL400599,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c2ccccc2
BROMHEXINE,CHEMBL253376,CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2
FIPEXIDE,CHEMBL254857,Clc1ccc(OCC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)cc1
DIPHENYLPYRALINE,CHEMBL1492,CN1CCC(CC1)OC(c2ccccc2)c3ccccc3
FLAVOXATE,CHEMBL1493,CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4
LERCANIDIPINE,CHEMBL250270,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)(C)CN(C)CCC(c3ccccc3)c4ccccc4)C
OXYPHENCYCLIMINE,CHEMBL1495,CN1CCCN=C1COC(=O)C(O)(C2CCCCC2)c3ccccc3
SULOCTIDIL,CHEMBL404849,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1
IDEBENONE,CHEMBL252556,COC1=C(OC)C(=O)C(=C(C)C1=O)CCCCCCCCCCO
ROSUVASTATIN,CHEMBL1496,CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C
BETAMETHASONE VALERATE,CHEMBL1497,CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
BUTETHAL,CHEMBL404422,CCCCC1(CC)C(=O)NC(=O)NC1=O
CHLOROXYLENOL,CHEMBL398440,Cc1cc(O)cc(C)c1Cl
DIGITOXIN,CHEMBL254219,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C
FLUOCINONIDE,CHEMBL1501,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C
HYDROMORPHONE,CHEMBL398707,CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35
NIFEDIPINE,CHEMBL193,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C
PANTOPRAZOLE,CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
OMEPRAZOLE,CHEMBL1503,COc1ccc2[nH]c(nc2c1)[S+]([O-])Cc3ncc(C)c(OC)c3C
SUCROSE,CHEMBL253582,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
TRIAMCINOLONE ACETONIDE,CHEMBL1504,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
ARTENIMOL,CHEMBL252518,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4
ALMOTRIPTAN,CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
CHLORAMPHENICOL PALMITATE,CHEMBL1506,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-]
ESCITALOPRAM,CHEMBL1508,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3
DROSPIRENONE,CHEMBL1509,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7
ELETRIPTAN,CHEMBL1510,CN1CCC[C@@H]1Cc2c[nH]c3ccc(CCS(=O)(=O)c4ccccc4)cc23
ESTRADIOL VALERATE,CHEMBL1511,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
FLUNISOLIDE,CHEMBL1512,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
FLUOCORTOLONE,CHEMBL251634,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
IRBESARTAN,CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5
LEVOMETHADYL ACETATE,CHEMBL1514,CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2
METHACYCLINE,CHEMBL249837,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4cccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N
METHIMAZOLE,CHEMBL1515,CN1C=CNC1=S
OXYTETRACYCLINE,CHEMBL1517,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
PROPYLTHIOURACIL,CHEMBL1518,CCCC1=CC(=O)NC(=S)N1
PROSCILLARIDIN,CHEMBL600325,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)[C@H](O)[C@H](O)[C@H]1O
TRANDOLAPRIL,CHEMBL1519,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O
VARDENAFIL,CHEMBL1520,CCCc1nc(C)c2C(=O)N=C(Nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4
ZALEPLON,CHEMBL1521,CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N
ESZOPICLONE,CHEMBL1522,CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4
DEXFENFLURAMINE,CHEMBL248702,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F
ENOXIMONE,CHEMBL249856,CSc1ccc(cc1)C(=O)C2=C(C)NC(=O)N2
PERMETHRIN,CHEMBL1525,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2
ABIRATERONE,CHEMBL254328,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c5cccnc5
RALTEGRAVIR,CHEMBL254316,CN1C(=O)C(=C(N=C1C(C)(C)NC(=O)c2oc(C)nn2)C(=O)NCc3ccc(F)cc3)O
LUMIRACOXIB,CHEMBL404108,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
MENTHOL,CHEMBL256087,CC(C)C1CCC(C)CC1O
SODIUM FLUORIDE,CHEMBL1528,[F-].[Na+]
DIPHENIDOL HYDROCHLORIDE,CHEMBL1529,Cl.OC(CCCN1CCCCC1)(c2ccccc2)c3ccccc3
ATALUREN,CHEMBL256997,OC(=O)c1cccc(c1)c2noc(n2)c3ccccc3F
NILOTINIB,CHEMBL255863,Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)cc(c2)C(F)(F)F
BLEOMYCIN,CHEMBL403664,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCC[S+](C)C
MILNACIPRAN,CHEMBL259209,CCN(CC)C(=O)C1(CC1CN)c2ccccc2
ETONOGESTREL,CHEMBL1531,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
QUINETHAZONE,CHEMBL1532,CCC1NC(=O)c2cc(c(Cl)cc2N1)S(=O)(=O)N
DESOGESTREL,CHEMBL1533,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
